price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_basement,yr_built,zipcode,lat,long
397000,3,2,1710,134489,1,5,7,0,1952,98022,47.2207,-121.984
788500,4,2.25,2510,133729,2,4,8,0,1977,98027,47.4569,-122.02
435000,3,1.75,2220,132858,1,3,7,1110,1988,98027,47.4853,-122.034
585000,4,1.75,2470,131790,2,3,8,0,1937,98070,47.4421,-122.444
305000,4,1.5,1590,131551,1,4,7,0,1966,98022,47.2558,-122.024
1.58E+06,4,3.5,5830,131116,2,3,11,0,2005,98024,47.5986,-121.949
510000,2,1.75,1210,131115,1.5,5,7,0,1950,98070,47.4599,-122.45
730000,3,2.25,2040,130680,2,3,9,0,1977,98072,47.7584,-122.136
652500,4,2.25,2220,130244,2,3,8,0,1989,98027,47.4989,-121.9
1.46E+06,4,4,4620,130208,2,3,10,0,2014,98024,47.5885,-121.939
2.24E+06,5,6.5,7270,130017,2,3,12,850,2010,98027,47.5371,-121.982
710000,4,2.5,4070,129808,2,3,10,0,1998,98038,47.4433,-122.016
499950,3,2.5,3230,129578,1,4,8,1130,1964,98014,47.682,-121.913
276500,4,2.25,2380,128937,1,4,7,0,1960,98038,47.4253,-122.043
550000,4,1.5,2750,128502,1,2,7,1250,1958,98055,47.4345,-122.198
1.40E+06,4,3,3520,128502,2,4,10,0,1981,98072,47.7448,-122.117
427000,3,2,1720,128066,1,3,7,0,1994,98027,47.4487,-121.981
1.14E+06,4,2.25,3310,127631,2,5,9,0,1924,98072,47.732,-122.134
1.05E+06,4,3.75,4740,126759,2,4,10,0,1991,98027,47.4449,-121.979
299990,2,1,1570,125452,1,4,7,0,1953,98022,47.2077,-122.016
491500,4,1.75,2190,125452,1,3,9,0,1968,98092,47.2703,-122.069
250000,1,1,720,123710,1,4,6,0,1935,98092,47.2893,-122.084
700000,3,2.5,3110,123710,2,3,8,680,1995,98038,47.3879,-122.002
749950,4,2.5,3340,123600,2,3,10,0,2005,98053,47.6101,-121.955
522500,4,2.75,2200,122403,1.5,3,7,0,1971,98014,47.6301,-121.911
330000,4,2.25,2380,122038,2,4,8,0,1984,98022,47.2624,-122.015
336900,3,1.75,1780,120661,1,4,6,0,1979,98019,47.7731,-121.897
390000,2,1,1800,119790,1,4,7,600,1947,98027,47.4617,-122.012
637000,4,3.5,3080,118918,2,3,9,0,2008,98019,47.7721,-121.924
510000,4,2.5,2600,118666,1,3,7,1200,1981,98027,47.54,-121.97
589000,3,2,2360,118483,1,3,8,0,1981,98024,47.5595,-121.867
625000,2,1.5,1110,118047,1,3,7,0,1961,98072,47.7467,-122.128
616500,3,2.5,3580,118047,1,3,9,340,1992,98027,47.4453,-121.98
1.64E+06,5,4,4780,118047,2,3,11,0,1994,98077,47.7243,-122.052
475000,6,3,3470,117612,1.5,3,7,0,1924,98028,47.7663,-122.234
455000,4,2.75,3030,117378,1,4,8,1350,1959,98042,47.401,-122.135
389900,4,1,1710,117176,1.5,4,6,0,1942,98055,47.4497,-122.212
465000,3,2.25,2560,117176,1,4,9,1280,1977,98027,47.4655,-122.033
378000,3,1.75,2610,117176,1,3,7,1220,1981,98022,47.2585,-121.925
997950,4,3.5,4270,117176,2,3,9,0,2008,98024,47.5352,-121.883
645000,2,1.5,1995,115670,1.5,4,8,0,1991,98070,47.4022,-122.464
759600,4,1,1540,115434,1.5,4,7,0,1923,98031,47.4163,-122.22
570000,4,2.5,3420,115434,2,3,9,0,1989,98038,47.3932,-121.988
845000,4,2.75,4070,115434,2,3,9,0,2002,98045,47.4843,-121.752
499000,2,1.75,2040,114562,1,4,7,0,1968,98027,47.4985,-122.092
380000,2,2.5,2110,114127,1,4,8,520,1975,98031,47.4137,-122.212
439000,2,1.75,1620,113862,1.5,3,7,0,1995,98045,47.4821,-121.719
400000,4,1.5,1980,113691,1,3,7,0,1962,98024,47.5606,-121.853
850000,4,3.25,4350,112750,1,3,9,2150,2006,98027,47.5435,-121.966
1.90E+06,4,3.25,4130,112521,2,3,11,0,1978,98005,47.6392,-122.165
420000,2,1,960,112384,1,3,7,0,1955,98028,47.7642,-122.234
225000,2,1,1396,111949,1,3,7,0,1940,98053,47.6374,-122.007
415000,3,2.75,3900,111514,2,3,6,440,1967,98024,47.5621,-121.924
450000,3,2.25,2080,111513,1.5,3,8,400,1977,98072,47.7403,-122.112
784000,3,3.5,3950,111078,1.5,3,9,1490,1989,98052,47.697,-122.072
1.53E+06,4,3.5,5990,111078,2,3,11,0,2004,98053,47.667,-121.994
535000,4,2.5,2200,110642,1,5,7,870,1979,98077,47.7409,-122.052
715000,4,3.5,3260,110579,2,3,10,0,1997,98053,47.6436,-121.997
375000,4,2.5,2040,109336,1.5,4,8,0,1973,98038,47.4193,-121.958
462500,3,2.5,1656,108900,1,4,7,0,1985,98070,47.3758,-122.425
735000,3,1.75,1880,108900,1,3,7,0,1978,98075,47.5913,-122.01
411000,2,2.25,1910,108900,1,4,7,900,1972,98038,47.4206,-122.023
460000,4,3,2230,108900,1,3,7,820,1978,98065,47.52,-121.845
600000,3,2.5,2460,108900,1,4,9,600,1977,98027,47.4824,-122
503000,3,2,2590,108900,2,3,8,610,1988,98038,47.4088,-122.055
554000,3,3.5,3380,108900,2,3,9,680,1999,98058,47.4316,-122.075
1.36E+06,4,3,5430,108900,2,4,10,0,1987,98053,47.6582,-122.038
1.45E+06,4,3.5,4300,108865,2,3,11,0,2014,98074,47.6258,-122.005
427000,3,2.5,2620,108464,2,4,8,0,1990,98038,47.4583,-122.036
875000,4,3.5,3110,108464,2,4,8,0,1979,98075,47.592,-122.018
985000,5,4.25,4650,108464,2,3,10,1390,1999,98024,47.5669,-121.956
651000,3,2.5,3240,108366,2,4,10,0,1991,98042,47.327,-122.094
699950,3,2.25,2190,107593,2,4,8,0,1983,98077,47.7731,-122.08
425000,3,2.75,3610,107386,1.5,3,8,480,1918,98023,47.3351,-122.362
1.10E+06,6,3.25,3560,107362,1.5,4,8,800,1963,98005,47.6356,-122.15
851000,3,2.5,3560,107290,2,3,10,0,1987,98053,47.6652,-122.049
425000,3,2.25,1670,107157,1,3,7,0,2007,98022,47.2743,-122.009
490000,3,2.25,2840,107157,2,4,9,0,1983,98092,47.2848,-122.118
565000,5,2.5,4320,107157,1,4,8,2160,1967,98038,47.4009,-122.059
1.09E+06,5,3.25,5600,107157,2,3,10,2160,1988,98072,47.7341,-122.102
327000,4,2.25,1620,106722,1,3,8,420,1980,98042,47.3394,-122.091
599950,3,2.5,1970,106722,1,3,9,0,1985,98022,47.2498,-122.003
370000,2,1,2360,105850,1,2,6,1180,1947,98022,47.2495,-121.97
864000,4,2.5,3720,105850,2,4,10,0,1984,98053,47.655,-122.029
482000,3,1.75,2600,105587,1,4,7,1300,1980,98070,47.4464,-122.497
895000,3,2,2160,105415,1,3,10,0,1991,98059,47.4806,-122.152
472000,3,2.5,3800,104979,2,3,8,590,2005,98045,47.4304,-121.841
775000,3,3.5,2690,104544,2,3,8,0,1948,98072,47.7717,-122.112
380000,3,1.75,1560,104108,1,3,7,310,1970,98042,47.4016,-122.131
590000,4,2.75,2400,104108,2,3,8,0,1988,98027,47.4686,-121.989
335000,4,2,2030,103672,1,4,7,0,1969,98022,47.1647,-121.973
560000,3,2.5,3440,103672,2,3,9,0,1990,98038,47.3895,-121.986
680000,3,3.5,3650,103672,1,3,10,1600,2011,98031,47.4002,-122.217
1.15E+06,4,4,4460,103382,2,3,11,0,2001,98053,47.634,-121.997
160000,3,1,1210,103237,1,2,6,0,1918,98070,47.4208,-122.445
547000,5,3,2200,103237,1,3,7,1040,1971,98072,47.7726,-122.111
600000,2,2.5,2410,102366,1,4,7,470,1912,98024,47.5629,-121.918
570000,2,1.75,2870,102366,2,4,8,1100,1994,98027,47.4847,-122
510000,4,2,2990,102366,1,4,8,0,1974,98092,47.3068,-122.088
850000,3,2,2740,101930,1,3,9,0,1999,98045,47.5056,-121.77
925000,4,2.5,3300,101930,2,4,10,0,1991,98029,47.576,-121.976
1.23E+06,4,4.5,5420,101930,1,3,11,1530,2001,98053,47.6561,-122.005
400000,2,1,1140,101529,1.5,3,6,0,1932,98092,47.2592,-122.228
750000,5,3.75,3500,101494,1.5,3,8,0,1967,98053,47.6745,-122.054
675000,4,3.5,3090,100835,2,3,9,0,1999,98092,47.3087,-122.088
785000,4,3,3370,100681,1,5,8,1450,1977,98058,47.4319,-122.148
530000,3,2.25,1880,100623,1.5,3,8,0,1987,98024,47.5342,-121.883
550000,3,1.75,1890,100623,1,3,8,0,1978,98053,47.6454,-121.978
585000,3,2.5,2270,100545,2,3,8,0,1998,98070,47.4815,-122.47
358000,3,1.5,1810,100188,1,5,7,0,1969,98022,47.2175,-121.995
575000,3,2.25,2680,100188,2,4,8,1100,1978,98027,47.4776,-122.02
540000,3,2.5,3100,100188,1,4,7,1280,1981,98038,47.3928,-122.066
365000,3,2.5,1720,99916,2,4,7,0,1990,98042,47.3391,-122.093
369000,3,2.25,1820,99752,1,4,7,0,1969,98092,47.2838,-122.006
590000,3,2.5,2400,99752,1,3,9,0,1996,98058,47.3917,-122.084
865000,4,3.25,3400,99170,1,4,8,1400,1980,98072,47.7293,-122.099
525000,4,2.25,2620,98881,1,3,7,800,1952,98070,47.4662,-122.453
475000,3,2.5,2770,98881,2,3,9,0,1991,98022,47.2568,-121.952
316000,3,1.75,1120,98445,1.5,4,7,0,1917,98022,47.1853,-122.017
390000,3,1.75,2160,98445,2,3,8,0,1978,98042,47.35,-122.162
675000,3,2.5,2320,98445,1,4,8,940,1978,98072,47.7323,-122.116
600000,3,2.25,2680,98445,1,5,8,0,1962,98059,47.5015,-122.108
850000,5,2.25,3100,97661,2,3,9,0,1986,98053,47.6624,-122.062
760000,4,2.5,3580,97574,2,3,9,0,2004,98038,47.3901,-122.071
325000,3,2.25,1480,97138,1.5,3,7,0,1984,98010,47.3317,-121.927
562000,3,2.5,2400,97138,2,5,8,0,1983,98077,47.7361,-122.046
449950,3,1.75,2070,96703,1,4,7,0,1999,98092,47.2853,-122.008
930800,5,2.5,4150,96574,2,3,10,0,1988,98053,47.6664,-122.045
730000,2,1.75,1728,95950,1,3,9,0,2012,98070,47.4579,-122.443
665000,3,3.5,3580,95832,1.5,3,9,0,2005,98038,47.4239,-122.015
560000,3,2,2870,95396,1,4,9,1520,1980,98027,47.4834,-122.001
1.23E+06,4,2.75,3410,95396,1.5,4,10,0,1962,98005,47.6547,-122.158
220000,5,1.5,1830,94960,1.5,3,7,0,1929,98031,47.4218,-122.218
313500,5,3,2240,94960,1,3,6,0,1985,98045,47.481,-121.788
799000,4,2.5,3170,94855,1,4,9,1260,1978,98072,47.7648,-122.112
555000,4,1.75,1760,94525,1.5,3,7,0,1988,98075,47.5882,-122.07
371000,4,1,1960,94525,1.5,3,6,0,1979,98027,47.5418,-121.962
455000,4,1.75,2050,94525,1,4,7,800,1959,98058,47.4492,-122.084
401500,4,2.5,3140,94525,2,4,8,860,1977,98042,47.4155,-122.163
416000,3,2,2220,94300,1,5,7,580,1976,98010,47.3459,-121.95
455000,4,1.75,3060,94089,1,3,8,0,1958,98072,47.744,-122.087
1.18E+06,5,5,3960,94089,2,3,10,0,1998,98038,47.38,-122.011
267300,3,1.75,1890,93218,1,4,7,0,1964,98092,47.2568,-122.07
367000,3,2.5,2260,93218,1,4,6,0,1998,98022,47.2582,-121.935
455000,2,1,1330,92782,1,2,6,0,1950,98014,47.6624,-121.868
450000,3,1,1350,92721,1,2,6,150,1946,98055,47.4657,-122.198
950000,4,1.75,2500,92347,1,4,8,1000,1970,98040,47.5345,-122.216
674950,3,2.75,3510,92347,2,3,10,0,1990,98038,47.3735,-122.018
495000,4,2.5,2480,91911,1,4,7,1010,1973,98027,47.4579,-121.981
850000,3,2.5,3260,91911,2,4,9,0,1984,98077,47.737,-122.074
2.90E+06,5,2.5,3750,91681,2,3,10,0,1925,98118,47.5379,-122.264
650000,1,1,920,91476,1.5,3,6,0,1996,98070,47.448,-122.472
529000,5,2.5,2380,91476,1,4,8,800,1976,98059,47.479,-122.153
795127,4,3.25,4360,91158,1,3,10,1000,1993,98053,47.6398,-121.985
850000,4,2,3380,90968,1,4,9,1690,1979,98075,47.5936,-122.077
685000,3,2.5,3290,90796,2,4,10,0,1992,98042,47.3154,-122.079
529000,4,1.75,2800,90169,2,3,7,0,1934,98065,47.5204,-121.829
1.30E+06,4,3.5,3790,90169,2,3,11,0,1998,98053,47.6587,-122.022
2.70E+06,4,4,7850,89651,2,3,12,0,2006,98027,47.5406,-121.982
879000,4,3,3590,89640,2,3,10,0,2005,98077,47.7557,-122.036
295000,2,1.75,2200,89298,1,3,7,1100,1973,98027,47.4633,-121.976
472000,3,2,2770,89298,2,3,9,0,2004,98045,47.4291,-121.842
700000,4,2.5,2770,89298,2,3,8,0,2004,98053,47.6624,-122.01
1.35E+06,4,4.75,5230,89298,2.5,3,11,0,2002,98038,47.4097,-122.063
952000,2,1.75,3490,88909,1,3,10,1170,1980,98006,47.5462,-122.112
1.82E+06,4,4.5,6380,88714,2,3,12,0,2006,98029,47.5592,-122.015
426500,4,2.75,2100,88426,1,3,6,0,1990,98038,47.399,-122.011
452500,3,2.5,2430,88426,1,4,7,860,1985,98045,47.4828,-121.718
549000,4,2.25,2740,88426,2,3,7,0,1991,98027,47.4734,-122.006
435000,2,1,1120,88327,1.5,4,6,0,1972,98010,47.3205,-121.867
180000,2,1,960,87991,1.5,3,5,0,1946,98014,47.63,-121.9
280000,3,1.75,2080,87991,1,3,6,1040,1970,98014,47.6724,-121.865
335000,3,1.5,2240,87625,1.5,2,7,760,1980,98092,47.3043,-122.094
849000,4,2.75,4010,87555,2,3,10,0,2004,98038,47.4299,-121.998
728000,4,3.5,3490,87497,2,3,9,0,2001,98038,47.4028,-122.002
585000,3,1.75,1790,87213,1,4,7,0,1974,98077,47.732,-122.077
250000,1,0.75,940,87120,1,3,6,0,1944,98019,47.7182,-121.956
399950,3,2,1590,87120,1,3,8,0,1998,98022,47.2241,-122.072
595000,4,2,3090,87120,1,4,7,1500,1974,98072,47.7275,-122.122
475000,3,2.5,2680,87117,1,3,7,1340,1989,98024,47.5646,-121.935
825000,3,2.25,2980,86636,1,3,9,750,1989,98053,47.6627,-122.003
885000,4,2.25,4470,86225,2,3,10,0,1991,98053,47.6377,-121.985
490000,4,2.25,2020,85813,2,3,7,0,1995,98027,47.483,-122.026
840000,4,3.5,3840,85728,2,3,11,0,1998,98014,47.615,-121.954
949000,4,3,4270,85643,2,3,11,0,1991,98077,47.7711,-122.048
482000,4,2.5,2846,85377,1.5,3,8,870,2000,98001,47.317,-122.281
625000,5,2.75,2910,85377,1,4,8,1400,1966,98027,47.48,-122.03
390000,3,1,1190,85226,1.5,5,5,0,1935,98070,47.365,-122.462
930000,4,4,6050,84942,2.5,3,9,1900,2009,98077,47.7466,-122.029
735000,6,2.75,3360,84506,1,5,7,1320,1962,98052,47.715,-122.121
935000,4,4.5,5670,84267,2,3,11,0,2008,98010,47.323,-122.044
510000,5,2.5,2510,83231,1,4,7,1250,1975,98027,47.4576,-121.984
562000,4,2.75,2560,83200,1,3,8,700,1980,98072,47.7511,-122.111
310000,2,1.5,1040,83199,1,4,7,170,1965,98070,47.4222,-122.443
400000,3,2.5,2740,83199,2,3,9,0,1973,98032,47.3581,-122.266
300000,3,1.5,1630,82764,1,4,6,0,1948,98027,47.4743,-122.026
555000,4,1.5,3050,82764,1,3,8,1400,1966,98056,47.5266,-122.189
310000,3,1.75,1560,82328,1,3,7,0,1974,98070,47.3674,-122.503
780000,3,2.25,2206,82031,1,3,6,1340,1983,98074,47.6302,-122.069
750000,3,3.25,4610,81935,2,4,9,0,1984,98074,47.6217,-122.021
260000,2,1,570,81893,1,3,6,0,1936,98070,47.4433,-122.444
350000,3,2,1680,81893,1,3,7,0,1991,98092,47.3248,-122.179
360000,2,1,1420,81892,1,3,7,240,1956,98055,47.4342,-122.195
375000,2,1,1840,81892,1,3,6,0,1955,98072,47.7694,-122.124
445000,4,2.5,2360,81892,1,3,8,0,2000,98042,47.369,-122.156
592000,3,2.5,2400,81892,2,3,8,0,1985,98045,47.5028,-121.769
170000,3,1.5,1350,81549,1,2,7,0,1966,98092,47.3099,-122.09
299950,3,1,1410,81021,1,3,7,0,1949,98058,47.4303,-122.067
380000,2,1,1470,81021,1,4,6,0,1949,98027,47.4771,-122.03
270000,2,1,1780,81021,1,4,9,0,1954,98001,47.2712,-122.265
580000,3,1.75,2040,81021,1,3,8,0,1980,98053,47.6536,-122.045
914600,4,3,3180,80837,2,3,11,0,1985,98072,47.7336,-122.134
562000,3,3,3290,80471,2,4,8,960,1975,98070,47.504,-122.464
492500,2,2.25,1600,80400,2,4,7,0,1978,98070,47.4422,-122.505
365000,4,1,1520,80150,1,2,5,0,1948,98045,47.4742,-121.769
299000,3,2.5,1620,79993,1,4,6,0,1960,98022,47.2138,-121.982
360000,3,2,1970,79714,1,3,7,900,1979,98058,47.4674,-122.107
645000,3,2.25,3280,79279,1,3,10,0,2001,98003,47.3207,-122.293
1.23E+06,3,2.5,3420,79279,2,3,11,0,1990,98052,47.7225,-122.126
527500,3,1.75,2310,78844,1,3,8,550,1977,98027,47.5406,-122.066
355000,3,2.5,2620,78843,1,4,7,1310,1964,98092,47.2584,-122.093
759000,3,2.25,2950,78843,1.5,3,9,0,2006,98075,47.5917,-122.068
354800,3,2,1370,78408,1,5,7,0,1964,98042,47.3867,-122.081
700000,3,1.5,1460,78408,1,4,7,0,1963,98075,47.59,-122.058
201000,5,1.75,1660,78408,1.5,3,6,0,1915,98065,47.529,-121.837
309933,3,1.75,1820,78408,1,3,6,600,1950,98042,47.3364,-122.128
449888,3,2.25,2520,78408,2,3,9,0,1988,98001,47.3514,-122.279
550000,3,1.75,2240,78225,2,5,8,0,1976,98070,47.4638,-122.484
900000,3,1,1330,77972,1,3,7,0,1928,98033,47.6891,-122.159
749700,3,1.75,2280,77972,1,3,8,820,1977,98059,47.4804,-122.151
600000,3,2.5,2630,77972,2,3,9,0,2004,98019,47.745,-121.916
775000,4,3.5,4130,77832,2,3,10,0,2011,98042,47.3229,-122.045
190000,1,0.75,780,77603,1,1,5,0,1945,98058,47.4396,-122.104
390000,4,1.75,1910,77574,1,4,8,0,1971,98042,47.3932,-122.12
635000,4,2.5,2470,77550,1,4,7,0,1987,98075,47.5888,-122.011
500000,3,2.75,1560,77536,1,3,7,160,1978,98072,47.7695,-122.126
600000,3,2.5,4930,77536,2,3,9,1000,1981,98072,47.7634,-122.139
390000,4,2,1900,76877,1,3,8,0,2004,98042,47.3491,-122.113
411000,4,2,2370,76665,2,4,8,0,1978,98001,47.2831,-122.279
1.33E+06,3,3.75,6400,76665,1,4,10,2590,1966,98177,47.7313,-122.37
720000,3,2.75,2440,76531,1,3,10,800,1980,98072,47.7672,-122.161
625000,3,1.75,3160,76230,1,4,8,1000,1978,98001,47.274,-122.287
970000,4,3.25,4740,76230,2,3,10,0,1987,98075,47.5931,-122.071
1.15E+06,3,2.75,3230,75889,2,3,7,0,1925,98023,47.3344,-122.37
300000,2,1,1220,75794,1,4,7,0,1963,98038,47.4219,-122.007
800000,3,1.75,2080,75794,1,3,7,0,1958,98033,47.7018,-122.189
639900,4,2.5,3380,75794,2,3,10,0,1997,98001,47.3511,-122.266
380000,2,1,1140,75132,1,3,7,0,1956,98077,47.7349,-122.074
725500,4,2.5,2790,74495,2,3,9,0,1997,98053,47.6628,-122.056
1.58E+06,4,2.5,4570,74487,2,5,12,0,1948,98177,47.7282,-122.372
775000,3,2.5,3010,74390,2,3,10,0,1998,98053,47.6442,-121.999
970000,4,2.75,4430,74358,2,3,10,0,1990,98053,47.6392,-121.988
418200,3,2.5,2260,74297,2,3,9,0,1992,98022,47.2704,-122.013
269500,2,1,1140,74052,1,4,6,0,1968,98022,47.2093,-121.962
780000,5,2.5,3480,74052,1,4,8,1500,1972,98027,47.4961,-122.063
1.18E+06,4,3.25,3750,74052,2,3,10,0,2013,98053,47.658,-122.006
1.30E+06,4,3.5,4380,74052,1,3,11,0,2001,98053,47.6587,-122.009
415000,3,1,1360,73616,1,3,7,0,1971,98072,47.7528,-122.119
399000,3,1.75,2170,73616,1,3,7,0,2008,98092,47.2881,-122.086
350000,2,1.5,1320,73600,1,3,7,0,1993,98001,47.2755,-122.271
524000,3,2.25,2430,73151,1,3,8,0,1974,98059,47.4749,-122.092
740000,3,2,2100,72745,1,4,9,0,1995,98077,47.7479,-122.062
247500,3,0.75,1300,72309,1,3,6,620,1950,98006,47.567,-122.124
752875,4,2.5,2800,72309,2,3,9,0,1992,98072,47.7432,-122.112
599000,5,2.5,2950,72309,2,3,8,0,2006,98058,47.4186,-122.079
525888,5,1.75,2550,71874,1,5,7,740,1960,98027,47.4845,-122.08
223000,3,1,1220,71191,1,3,6,0,1952,98023,47.3261,-122.353
431000,3,2.5,2440,71002,1,4,9,0,1996,98022,47.2689,-122.01
325000,4,1.5,1470,70800,1,3,7,0,1976,98010,47.3458,-121.948
550388,3,3,1720,70567,1,5,7,0,1966,98027,47.4936,-122.069
594000,3,2.25,2080,70567,2,3,8,0,1990,98072,47.7221,-122.124
509950,3,2.5,2210,70567,2,3,9,0,1995,98014,47.6087,-121.895
600000,4,3.5,4300,70407,2,3,10,1590,1992,98058,47.4472,-122.092
485000,3,2.5,3340,70131,2,3,9,920,1994,98022,47.2666,-122.015
772000,4,2.75,3470,70131,1,4,8,1720,1962,98005,47.6339,-122.18
790000,4,3,5370,69848,2,3,10,1870,2005,98042,47.3166,-122.046
760000,3,2.75,3530,69834,2,3,10,0,1994,98053,47.6377,-121.995
785000,4,2.75,2440,69415,1,4,8,530,1989,98075,47.5944,-122.042
750000,3,2.5,2960,69351,2,4,9,0,1990,98070,47.4,-122.42
335000,2,1,1360,69260,1,4,5,0,1937,98065,47.5229,-121.838
322000,4,1,1750,68841,1,3,7,0,1942,98058,47.4442,-122.081
710000,6,3.5,3830,68825,2,3,9,0,1995,98027,47.4574,-122.003
407450,4,1.5,2310,68824,2,4,7,0,1968,98010,47.3354,-122.031
670000,5,2.5,2860,68519,2,5,8,0,1958,98065,47.5265,-121.835
406500,3,2.75,1840,68479,1,3,8,500,1989,98014,47.6802,-121.908
637000,4,3.5,4083,68377,2,3,10,0,2005,98001,47.3114,-122.262
1.68E+06,4,4.25,5584,68257,2,3,11,0,1998,98014,47.6113,-121.952
445000,3,2,1540,67953,1,3,7,0,1997,98059,47.5018,-122.126
287500,5,2,2020,67953,1.5,4,7,400,1936,98178,47.4891,-122.263
1.76E+06,4,4,3860,67953,2,4,12,0,1927,98177,47.7469,-122.378
450000,3,2,1540,67756,1,3,7,0,1900,98077,47.721,-122.078
675000,5,2.5,2820,67518,2,3,8,0,1979,98029,47.5794,-122.025
844000,4,3.25,3090,67518,2,3,10,0,1988,98053,47.6674,-122.046
370000,4,2.75,3150,67518,1,4,9,900,1965,98092,47.3382,-122.196
810000,5,3.25,2950,67475,1,3,8,420,1981,98072,47.7233,-122.117
800000,4,2.5,4600,67369,2,3,10,0,1990,98053,47.6417,-121.992
1.57E+06,5,4.5,5220,67319,2,3,11,0,2001,98072,47.7666,-122.128
480000,3,1.5,2100,67269,1,4,7,880,1949,98028,47.7592,-122.23
567500,3,2.5,3090,67082,2,3,9,0,1990,98038,47.4032,-122.023
589900,2,3,3160,66646,2,3,7,0,1993,98077,47.7479,-122.034
1.40E+06,4,3.5,4380,66613,1.5,3,11,0,1993,98077,47.7279,-122.048
320000,3,1.75,1790,66250,1.5,3,7,0,2003,98014,47.7179,-121.403
440000,3,2.5,1910,66211,2,3,7,0,1997,98024,47.5385,-121.911
920000,3,3.25,3660,66211,2,3,10,0,2003,98038,47.4087,-122.062
535000,4,2.5,2280,65836,2,3,8,0,2004,98077,47.7237,-122.076
710000,3,2.25,3130,65775,2,4,8,0,1978,98027,47.5462,-122.085
489500,3,1.75,2090,65558,1,3,8,760,1977,98072,47.7621,-122.127
850000,5,3.5,3870,65556,2,3,10,0,1994,98053,47.6403,-121.992
500000,3,1.75,2420,65501,2,3,8,0,1984,98074,47.6525,-122.087
427000,3,2.5,1830,65340,1,3,8,310,1991,98045,47.4553,-121.75
205000,4,1.75,1850,65340,1.5,4,7,0,1972,98042,47.3468,-122.11
500000,3,2,1990,65340,2,3,8,0,1986,98027,47.4726,-121.99
435000,5,1,2170,65340,1.5,4,7,500,1930,98011,47.7555,-122.204
870000,3,2,2320,65340,1.5,3,9,0,1992,98074,47.6106,-122.055
523000,4,2.5,2660,65340,2,3,8,0,1988,98027,47.4969,-122.06
1.35E+06,3,2.5,2753,65005,1,5,9,588,1953,98070,47.4041,-122.451
390000,3,2.5,1930,64904,1,4,8,0,1988,98042,47.346,-122.157
399950,4,3,2150,64694,1,3,8,700,1969,98023,47.3268,-122.388
415000,3,2.75,2600,64626,1.5,3,8,0,2009,98014,47.7185,-121.405
440000,1,1,1160,64469,1,3,7,0,2009,98072,47.7433,-122.082
995000,2,2,1600,64468,1,3,7,0,1950,98072,47.7344,-122.143
749950,4,2.5,3430,64441,2,3,8,0,2013,98077,47.7694,-122.064
464950,4,2.5,2230,64438,1,4,7,1000,1978,98027,47.4754,-122.007
625000,3,2.5,2410,64073,1,4,8,590,1976,98072,47.7457,-122.141
420000,5,2.25,3070,64033,1,3,9,340,1983,98001,47.3238,-122.292
2.89E+06,5,6.25,8670,64033,2,3,13,2550,1965,98177,47.7295,-122.372
898000,4,2.5,3700,63991,2,3,10,0,1992,98077,47.7319,-122.051
192500,1,1,470,63737,1,5,5,0,1924,98022,47.2163,-121.984
290000,3,1.75,1340,63597,1,4,7,0,1963,98038,47.4379,-122.011
415000,3,1.75,1340,63597,1,4,7,0,1963,98038,47.4379,-122.011
649950,4,2.5,2350,63162,2,4,8,0,1994,98077,47.7545,-122.047
641000,4,2.5,2770,63118,2,3,9,0,1997,98014,47.6622,-121.961
458000,4,3,3280,62726,1.5,3,7,0,1979,98077,47.7509,-122.056
915000,3,4.5,3850,62726,2,3,10,730,2013,98053,47.6735,-122.058
1.12E+06,4,3.25,4750,62365,2,3,11,0,1988,98052,47.7149,-122.099
550000,3,2.5,2720,62310,1,3,8,680,1985,98038,47.4168,-122.074
315000,3,1,1170,62290,2,3,5,0,1986,98045,47.5104,-121.787
540000,3,1.75,1300,62290,1,3,7,0,1983,98053,47.6529,-121.979
510000,4,2.25,2450,62290,2,3,8,0,1976,98077,47.7603,-122.074
449000,5,2.5,2570,61855,1,4,7,1100,1981,98092,47.3013,-122.109
365000,3,1.75,1450,61419,1,4,8,0,1976,98092,47.3343,-122.16
450000,3,1.75,1540,61419,1,3,7,0,1967,98028,47.7663,-122.228
375000,4,2,1790,61419,2,2,7,0,1988,98019,47.7216,-121.907
696500,5,2.25,3210,61419,1.5,3,8,0,1979,98077,47.7632,-122.09
1.35E+06,4,3.75,4100,61419,2,3,9,0,2014,98029,47.5626,-122.005
210000,3,1.5,1920,61014,1,3,6,0,1953,98038,47.4446,-122.074
400000,1,1,1390,60984,1,3,6,0,1960,98019,47.7652,-121.903
475000,3,2.5,2220,60984,2,4,8,0,1987,98027,47.4802,-122.052
430000,2,2.5,2420,60984,2,3,7,0,2007,98027,47.5262,-121.943
665000,5,2.25,3320,60984,2,3,9,0,2000,98045,47.4862,-121.718
291000,3,1.5,1860,60960,1,4,7,720,1967,98042,47.3796,-122.102
650100,2,1,1750,60872,1,4,7,570,1973,98075,47.5946,-122.006
654000,3,2.5,3240,60840,2,3,7,0,1997,98045,47.5192,-121.764
209900,3,1,1030,60720,1.5,3,5,0,1912,98042,47.375,-122.166
263400,4,2,1360,60548,1,3,6,400,1960,98001,47.2718,-122.265
729000,3,3.25,2250,60548,1,3,9,0,2005,98038,47.4246,-122.014
